Date,Price,Open,High,Low,Vol.,Change %,,,Predicted_Close
08/13/2010,"5,275.44","5,299.10","5,308.80","5,225.30",,0.18%,,,5223.873047
08/12/2010,"5,266.06","5,220.80","5,274.00","5,208.80",,0.40%,,,5219.262695
08/11/2010,"5,245.21","5,336.30","5,340.50","5,241.80",,-2.44%,,,5333.041016
08/10/2010,"5,376.41","5,394.90","5,407.80","5,346.80",,-0.63%,,,5354.269043
08/09/2010,"5,410.52","5,392.30","5,420.80","5,387.80",,1.47%,,,5290.541016
08/06/2010,"5,332.39","5,391.10","5,409.50","5,306.80",,-0.62%,,,5320.308594
08/05/2010,"5,365.78","5,392.90","5,418.30","5,356.80",,-0.38%,,,5338.125488
08/04/2010,"5,386.16","5,380.10","5,406.80","5,317.30",,-0.19%,,,5346.068848
08/03/2010,"5,396.48","5,390.20","5,399.30","5,353.00",,-0.01%,,,5332.959473
08/02/2010,"5,397.11","5,305.00","5,402.80","5,300.00",,2.65%,,,5219.604492
07/30/2010,"5,258.02","5,294.50","5,322.50","5,244.30",,-1.05%,,,5271.035645
07/29/2010,"5,313.95","5,328.40","5,375.50","5,302.00",,-0.96%,,,5312.59375
07/27/2010,"5,365.67","5,361.00","5,412.80","5,351.30",,0.27%,,,5295.779785
07/26/2010,"5,351.12","5,352.80","5,354.30","5,301.30",,0.72%,,,5262.110352
07/23/2010,"5,312.62","5,321.30","5,328.30","5,273.00",,-0.02%,,,5253.228027
07/22/2010,"5,313.81","5,185.10","5,320.80","5,177.50",,1.90%,,,5161.671875
07/21/2010,"5,214.64","5,186.90","5,245.30","5,183.00",,1.46%,,,5098.696777
07/20/2010,"5,139.46","5,172.90","5,175.30","5,089.00",,-0.17%,,,5106.589844
07/19/2010,"5,148.28","5,129.80","5,198.00","5,113.00",,-0.21%,,,5119.668457
07/16/2010,"5,158.90","5,211.30","5,273.60","5,153.30",,-1.01%,,,5166.580078
07/15/2010,"5,211.30","5,253.50","5,268.40","5,187.50",,-0.80%,,,5202.185547
07/14/2010,"5,253.50","5,271.00","5,287.30","5,205.80",,-0.33%,,,5206.461914
07/13/2010,"5,271.00","5,167.00","5,272.30","5,167.00",,2.01%,,,5114.382324
07/12/2010,"5,167.00","5,132.90","5,193.20","5,128.60",,0.66%,,,5082.152832
07/09/2010,"5,132.90","5,105.50","5,150.60","5,098.80",,0.54%,,,5050.603027
07/08/2010,"5,105.50","5,014.80","5,123.50","5,014.80",,1.81%,,,4969.636719
07/07/2010,"5,014.80","4,965.00","5,014.80","4,892.00",,1.00%,,,4916.842285
07/06/2010,"4,965.00","4,823.50","4,967.60","4,823.50",,2.93%,,,4802.166504
07/05/2010,"4,823.50","4,838.10","4,863.40","4,821.10",,-0.30%,,,4813.696777
07/02/2010,"4,838.10","4,805.80","4,880.90","4,805.80",,0.67%,,,4799.153809
07/01/2010,"4,805.80","4,916.90","4,916.90","4,790.00",,-2.26%,,,4892.424316
06/30/2010,"4,916.90","4,914.20","4,961.90","4,898.50",,0.05%,,,4906.072266
06/29/2010,"4,914.20","5,071.70","5,071.70","4,899.00",,-3.11%,,,5035.299805
06/28/2010,"5,071.70","5,046.50","5,085.60","5,024.70",,0.50%,,,5020.01709
06/25/2010,"5,046.50","5,100.20","5,130.50","5,031.70",,-1.05%,,,5072.585449
06/24/2010,"5,100.20","5,178.50","5,211.80","5,091.00",,-1.51%,,,5144.583984
06/23/2010,"5,178.50","5,247.00","5,247.90","5,165.80",,-1.31%,,,5206.532715
06/22/2010,"5,247.00","5,299.10","5,299.10","5,210.00",,-0.98%,,,5245.516113
06/21/2010,"5,299.10","5,250.80","5,331.50","5,250.80",,0.92%,,,5204.272949
06/18/2010,"5,250.80","5,253.90","5,289.10","5,239.40",,-0.06%,,,5204.812012
06/17/2010,"5,253.90","5,237.90","5,293.80","5,233.20",,0.31%,,,5188.900391
06/16/2010,"5,237.90","5,217.80","5,257.30","5,209.40",,0.39%,,,5169.967285
06/15/2010,"5,217.80","5,202.10","5,242.10","5,149.10",,0.30%,,,5152.851074
06/14/2010,"5,202.10","5,163.70","5,215.20","5,163.70",,0.74%,,,5117.399902
06/11/2010,"5,163.70","5,132.50","5,184.40","5,116.70",,0.61%,,,5086.873535
06/10/2010,"5,132.50","5,085.90","5,149.70","5,030.90",,0.92%,,,5042.95459
06/09/2010,"5,085.90","5,028.10","5,085.90","4,998.10",,1.15%,,,4999.086426
06/08/2010,"5,028.10","5,069.10","5,084.10","4,984.70",,-0.81%,,,5039.136719
06/07/2010,"5,069.10","5,126.00","5,126.00","5,040.30",,-1.11%,,,5094.519531
06/04/2010,"5,126.00","5,211.20","5,261.70","5,102.00",,-1.63%,,,5160.629395
06/03/2010,"5,211.20","5,151.30","5,262.50","5,151.30",,1.16%,,,5111.385742
06/02/2010,"5,151.30","5,163.30","5,163.30","5,072.50",,-0.23%,,,5123.934082
06/01/2010,"5,163.30","5,188.40","5,192.10","5,063.20",,-0.48%,,,5145.380371
05/28/2010,"5,188.40","5,195.20","5,240.30","5,186.00",,-0.13%,,,5137.671875
05/27/2010,"5,195.20","5,038.10","5,195.40","5,038.10",,3.12%,,,4998.202637
05/26/2010,"5,038.10","4,940.70","5,097.90","4,940.50",,1.97%,,,4930.826172
05/25/2010,"4,940.70","5,069.60","5,069.60","4,898.50",,-2.54%,,,5038.76123
05/24/2010,"5,069.60","5,062.90","5,109.40","5,021.60",,0.13%,,,5035.578613
05/21/2010,"5,062.90","5,073.10","5,084.00","4,957.10",,-0.20%,,,5053.847168
05/20/2010,"5,073.10","5,158.10","5,230.20","5,000.80",,-1.65%,,,5140.180664
05/19/2010,"5,158.10","5,307.30","5,307.30","5,158.10",,-2.81%,,,5262.09668
05/18/2010,"5,307.30","5,262.50","5,341.40","5,262.50",,0.85%,,,5225.050293
05/17/2010,"5,262.50","5,262.90","5,327.50","5,231.60",,-0.01%,,,5242.848633
05/14/2010,"5,262.90","5,433.70","5,433.70","5,245.40",,-3.14%,,,5383.593262
05/13/2010,"5,433.70","5,383.50","5,436.00","5,381.50",,0.93%,,,5337.356445
05/12/2010,"5,383.50","5,334.20","5,401.00","5,284.60",,0.92%,,,5301.102539
05/11/2010,"5,334.20","5,387.40","5,387.40","5,257.10",,-0.99%,,,5323.160645
05/10/2010,"5,387.40","5,123.00","5,399.80","5,123.00",,5.16%,,,5114.656738
05/07/2010,"5,123.00","5,261.00","5,264.50","5,045.30",,-2.62%,,,5239.648926
05/06/2010,"5,261.00","5,341.90","5,371.50","5,251.30",,-1.51%,,,5315.797363
05/05/2010,"5,341.90","5,411.10","5,428.80","5,304.60",,-1.28%,,,5389.831055
05/04/2010,"5,411.10","5,553.30","5,566.00","5,398.90",,-2.56%,,,5517.983887
04/30/2010,"5,553.30","5,617.80","5,643.90","5,540.60",,-1.15%,,,5570.22168
04/29/2010,"5,617.80","5,586.60","5,638.80","5,579.70",,0.56%,,,5545.169922
04/28/2010,"5,586.60","5,603.50","5,640.00","5,533.60",,-0.30%,,,5575.525391
04/27/2010,"5,603.50","5,753.90","5,758.60","5,603.50",,-2.61%,,,5702.13916
04/26/2010,"5,753.90","5,723.60","5,800.70","5,723.60",,0.53%,,,5669.818359
04/23/2010,"5,723.60","5,665.30","5,740.90","5,665.30",,1.03%,,,5625.441406
04/22/2010,"5,665.30","5,723.40","5,761.40","5,652.40",,-1.02%,,,5681.601074
04/21/2010,"5,723.40","5,783.70","5,797.00","5,721.30",,-1.04%,,,5727.779297
04/20/2010,"5,783.70","5,727.90","5,796.60","5,727.90",,0.97%,,,5680.729492
04/19/2010,"5,727.90","5,744.00","5,748.30","5,697.20",,-0.28%,,,5702.779297
04/16/2010,"5,744.00","5,825.00","5,833.70","5,726.40",,-1.39%,,,5769.878418
04/15/2010,"5,825.00","5,796.30","5,832.30","5,778.40",,0.50%,,,5741.239258
04/14/2010,"5,796.30","5,761.70","5,812.80","5,761.70",,0.60%,,,5712.727539
04/13/2010,"5,761.70","5,777.60","5,778.90","5,741.90",,-0.28%,,,5725.561035
04/12/2010,"5,777.60","5,771.00","5,803.70","5,755.80",,0.11%,,,5713.552246
04/09/2010,"5,771.00","5,712.70","5,773.60","5,712.70",,1.02%,,,5667.860352
04/08/2010,"5,712.70","5,762.10","5,762.10","5,684.50",,-0.86%,,,5712.37207
04/07/2010,"5,762.10","5,780.40","5,782.30","5,753.40",,-0.32%,,,5724.67041
04/06/2010,"5,780.40","5,744.90","5,790.40","5,744.60",,0.62%,,,5687.116211
04/01/2010,"5,744.90","5,679.60","5,744.90","5,679.50",,1.15%,,,5629.523438
03/31/2010,"5,679.60","5,672.30","5,698.50","5,646.30",,0.13%,,,5626.737793
03/30/2010,"5,672.30","5,710.70","5,742.80","5,662.80",,-0.67%,,,5658.851563
03/29/2010,"5,710.70","5,703.00","5,733.10","5,684.60",,0.14%,,,5654.410645
03/26/2010,"5,703.00","5,727.60","5,727.60","5,695.50",,-0.43%,,,5670.572754
03/25/2010,"5,727.60","5,677.90","5,737.10","5,673.10",,0.88%,,,5626.874023
03/24/2010,"5,677.90","5,673.60","5,698.90","5,636.00",,0.08%,,,5619.969238
03/23/2010,"5,673.60","5,644.50","5,695.90","5,644.50",,0.52%,,,5595.071289
03/22/2010,"5,644.50","5,650.10","5,650.10","5,583.50",,-0.10%,,,5598.822266
03/19/2010,"5,650.10","5,642.60","5,691.20","5,633.50",,0.13%,,,5592.188965
03/18/2010,"5,642.60","5,644.60","5,661.00","5,619.20",,-0.04%,,,5590.982422
03/17/2010,"5,644.60","5,620.40","5,657.80","5,620.40",,0.43%,,,5566.839844
03/16/2010,"5,620.40","5,593.90","5,637.70","5,593.90",,0.47%,,,5546.415039
03/15/2010,"5,593.90","5,625.60","5,627.00","5,588.20",,-0.56%,,,5572.038086
03/12/2010,"5,625.60","5,617.30","5,646.70","5,612.40",,0.15%,,,5566.242676
03/11/2010,"5,617.30","5,640.60","5,642.90","5,594.70",,-0.41%,,,5581.569824
03/10/2010,"5,640.60","5,602.30","5,645.30","5,585.40",,0.68%,,,5548.05957
03/09/2010,"5,602.30","5,606.70","5,618.40","5,563.10",,-0.08%,,,5550.132324
03/08/2010,"5,606.70","5,599.80","5,621.10","5,579.20",,0.12%,,,5536.319336
03/05/2010,"5,599.80","5,527.20","5,605.40","5,527.20",,1.31%,,,5473.586426
03/04/2010,"5,527.20","5,533.20","5,544.20","5,501.10",,-0.11%,,,5473.310059
03/03/2010,"5,533.20","5,484.10","5,541.80","5,465.30",,0.90%,,,5423.167969
03/02/2010,"5,484.10","5,405.90","5,485.00","5,403.70",,1.45%,,,5350.674805
03/01/2010,"5,405.90","5,354.50","5,420.80","5,354.50",,0.96%,,,5299.202148
02/26/2010,"5,354.50","5,278.20","5,367.80","5,278.20",,1.45%,,,5240.077637
02/25/2010,"5,278.20","5,342.90","5,370.40","5,259.70",,-1.21%,,,5291.609375
02/24/2010,"5,342.90","5,315.10","5,357.90","5,298.20",,0.52%,,,5270.844727
02/23/2010,"5,315.10","5,352.10","5,395.50","5,302.00",,-0.69%,,,5302.00293
02/22/2010,"5,352.10","5,358.20","5,387.00","5,348.10",,-0.11%,,,5303.32373
02/19/2010,"5,358.20","5,325.10","5,366.10","5,281.40",,0.62%,,,5270.099121
02/18/2010,"5,325.10","5,276.60","5,326.40","5,261.70",,0.92%,,,5225.412598
02/17/2010,"5,276.60","5,244.10","5,304.50","5,244.10",,0.62%,,,5190.742188
02/16/2010,"5,244.10","5,167.50","5,248.10","5,167.50",,1.48%,,,5123.968262
02/15/2010,"5,167.50","5,142.50","5,194.30","5,142.50",,0.49%,,,5104.936523
02/12/2010,"5,142.50","5,161.50","5,207.70","5,117.40",,-0.37%,,,5118.599609
02/11/2010,"5,161.50","5,132.00","5,201.80","5,114.50",,0.57%,,,5092.517578
02/10/2010,"5,132.00","5,111.80","5,181.20","5,105.30",,0.40%,,,5074.48877
02/09/2010,"5,111.80","5,092.30","5,132.90","5,084.80",,0.38%,,,5056.302246
02/08/2010,"5,092.30","5,060.90","5,118.10","5,033.00",,0.62%,,,5038.753418
02/05/2010,"5,060.90","5,139.30","5,139.30","5,033.80",,-1.53%,,,5115.919922
02/04/2010,"5,139.30","5,253.10","5,262.20","5,123.90",,-2.17%,,,5214.903809
02/03/2010,"5,253.10","5,283.30","5,305.40","5,237.70",,-0.57%,,,5237.677246
02/02/2010,"5,283.30","5,247.40","5,289.00","5,208.20",,0.68%,,,5202.53418
02/01/2010,"5,247.40","5,188.50","5,250.10","5,163.60",,1.14%,,,5149.877441
01/29/2010,"5,188.50","5,145.70","5,230.20","5,145.70",,0.83%,,,5122.085449
01/28/2010,"5,145.70","5,217.50","5,280.40","5,145.70",,-1.38%,,,5189.057617
01/27/2010,"5,217.50","5,276.90","5,276.90","5,192.60",,-1.13%,,,5238.432617
01/26/2010,"5,276.90","5,260.30","5,276.90","5,215.70",,0.32%,,,5229.199219
01/25/2010,"5,260.30","5,303.00","5,330.60","5,252.90",,-0.81%,,,5268.826172
01/22/2010,"5,303.00","5,335.10","5,345.60","5,253.00",,-0.60%,,,5304.865723
01/21/2010,"5,335.10","5,420.80","5,468.40","5,331.60",,-1.58%,,,5386.821777
01/20/2010,"5,420.80","5,513.10","5,513.10","5,404.00",,-1.67%,,,5463.686523
01/19/2010,"5,513.10","5,494.40","5,531.90","5,431.30",,0.34%,,,5443.766602
01/18/2010,"5,494.40","5,455.40","5,504.00","5,454.30",,0.71%,,,5414.404297
01/15/2010,"5,455.40","5,498.20","5,527.00","5,450.40",,-0.78%,,,5448.172363
01/14/2010,"5,498.20","5,473.50","5,521.90","5,473.50",,0.45%,,,5429.085938
01/13/2010,"5,473.50","5,498.70","5,509.70","5,450.90",,-0.46%,,,5453.944824
01/12/2010,"5,498.70","5,538.10","5,549.60","5,459.90",,-0.71%,,,5486.608887
01/11/2010,"5,538.10","5,534.20","5,600.50","5,527.90",,0.07%,,,5481.784668
01/08/2010,"5,534.20","5,526.70","5,549.30","5,494.80",,0.14%,,,5474.932617
01/07/2010,"5,526.70","5,530.00","5,551.70","5,499.80",,-0.06%,,,5476.38623
01/06/2010,"5,530.00","5,522.50","5,536.50","5,497.60",,0.14%,,,5467.08252
01/05/2010,"5,522.50","5,500.30","5,536.40","5,480.70",,0.40%,,,5439.032227
01/04/2010,"5,500.30","5,412.90","5,500.30","5,410.80",,1.61%,,,5362.235352
12/31/2009,"5,412.90","5,397.90","5,431.90","5,390.40",,0.28%,,,5352.673828
12/30/2009,"5,397.90","5,437.60","5,442.80","5,390.60",,-0.73%,,,5382.666016
12/29/2009,"5,437.60","5,402.40","5,445.20","5,402.40",,0.65%,,,5349.327637
12/24/2009,"5,402.40","5,372.40","5,402.40","5,367.80",,0.56%,,,5319.416016
12/23/2009,"5,372.40","5,328.70","5,386.60","5,328.70",,0.82%,,,5278.699219
12/22/2009,"5,328.70","5,294.00","5,361.90","5,294.00",,0.66%,,,5240.172852
12/21/2009,"5,294.00","5,196.80","5,320.00","5,196.80",,1.87%,,,5160.299316
12/18/2009,"5,196.80","5,217.60","5,287.60","5,196.80",,-0.40%,,,5187.653809
12/17/2009,"5,217.60","5,320.30","5,320.30","5,217.60",,-1.93%,,,5271.169922
12/16/2009,"5,320.30","5,285.80","5,335.30","5,283.90",,0.65%,,,5244.568359
12/15/2009,"5,285.80","5,315.30","5,328.10","5,250.80",,-0.56%,,,5264.616211
12/14/2009,"5,315.30","5,261.60","5,331.00","5,261.60",,1.02%,,,5217.52002
12/11/2009,"5,261.60","5,244.40","5,312.00","5,244.40",,0.33%,,,5199.339355
12/10/2009,"5,244.40","5,203.90","5,254.50","5,194.50",,0.78%,,,5167.330078
12/09/2009,"5,203.90","5,223.10","5,245.90","5,175.70",,-0.37%,,,5192.04834
12/08/2009,"5,223.10","5,310.70","5,323.40","5,206.40",,-1.65%,,,5266.995605
12/07/2009,"5,310.70","5,322.40","5,328.80","5,251.00",,-0.22%,,,5275.932129
12/04/2009,"5,322.40","5,313.00","5,373.90","5,272.80",,0.18%,,,5269.287109
12/03/2009,"5,313.00","5,327.40","5,372.40","5,311.90",,-0.27%,,,5279.831543
12/02/2009,"5,327.40","5,312.20","5,348.50","5,283.00",,0.29%,,,5255.856445
12/01/2009,"5,312.20","5,190.70","5,312.20","5,190.70",,2.34%,,,5158.279297
11/30/2009,"5,190.70","5,245.70","5,270.40","5,190.70",,-1.05%,,,5199.985352
11/27/2009,"5,245.70","5,194.10","5,271.00","5,103.80",,0.99%,,,5173.057129
11/26/2009,"5,194.10","5,364.80","5,364.80","5,189.40",,-3.18%,,,5313.102051
11/25/2009,"5,364.80","5,324.00","5,372.20","5,324.00",,0.77%,,,5280.836914
11/24/2009,"5,324.00","5,355.50","5,374.90","5,309.10",,-0.59%,,,5297.428711
11/23/2009,"5,355.50","5,251.40","5,379.50","5,251.40",,1.98%,,,5210.323242
11/20/2009,"5,251.40","5,267.70","5,309.40","5,224.00",,-0.31%,,,5230.663086
11/19/2009,"5,267.70","5,342.10","5,343.80","5,254.20",,-1.39%,,,5293.314453
11/18/2009,"5,342.10","5,345.90","5,372.10","5,331.60",,-0.07%,,,5299.005859
11/17/2009,"5,345.90","5,382.70","5,382.70","5,337.00",,-0.68%,,,5321.489258
11/16/2009,"5,382.70","5,296.40","5,397.00","5,296.40",,1.63%,,,5245.472656
11/13/2009,"5,296.40","5,276.50","5,297.40","5,251.30",,0.38%,,,5226.99707
11/12/2009,"5,276.50","5,266.80","5,304.90","5,254.10",,0.18%,,,5214.950195
11/11/2009,"5,266.80","5,230.50","5,301.10","5,230.50",,0.69%,,,5184.01123
11/10/2009,"5,230.50","5,235.20","5,264.30","5,221.50",,-0.09%,,,5179.411621
11/09/2009,"5,235.20","5,142.70","5,240.00","5,142.70",,1.80%,,,5099.810059
11/06/2009,"5,142.70","5,125.60","5,159.00","5,077.90",,0.33%,,,5083.899902
11/05/2009,"5,125.60","5,107.10","5,154.60","5,036.90",,0.35%,,,5063.322266
11/04/2009,"5,107.90","5,037.20","5,120.80","5,037.20",,1.40%,,,5010.810547
11/03/2009,"5,037.20","5,104.50","5,104.50","4,985.10",,-1.32%,,,5062.439941
11/02/2009,"5,104.50","5,044.50","5,115.70","5,022.50",,1.19%,,,5021.400879
10/30/2009,"5,044.50","5,137.70","5,169.90","5,024.40",,-1.81%,,,5094.688477
10/29/2009,"5,137.70","5,080.40","5,145.60","5,042.70",,1.13%,,,5058.459961
10/28/2009,"5,080.40","5,201.00","5,201.00","5,074.10",,-2.32%,,,5158.757813
10/27/2009,"5,201.00","5,191.70","5,230.60","5,181.90",,0.18%,,,5155.487793
10/26/2009,"5,191.70","5,242.60","5,281.10","5,166.40",,-0.97%,,,5194.914063
10/23/2009,"5,242.60","5,207.40","5,299.60","5,207.40",,0.68%,,,5169.578125
10/22/2009,"5,207.40","5,257.90","5,257.90","5,166.50",,-0.96%,,,5210.45752
10/21/2009,"5,257.90","5,243.40","5,268.00","5,174.50",,0.28%,,,5200.984863
10/20/2009,"5,243.40","5,281.50","5,298.50","5,243.40",,-0.72%,,,5224.293457
10/19/2009,"5,281.50","5,190.20","5,281.50","5,190.20",,1.76%,,,5149.798828
10/16/2009,"5,190.20","5,223.00","5,272.90","5,176.40",,-0.63%,,,5179.644043
10/15/2009,"5,223.00","5,256.10","5,267.90","5,218.90",,-0.63%,,,5197.902832
10/14/2009,"5,256.10","5,154.10","5,261.30","5,154.10",,1.98%,,,5116.430664
10/13/2009,"5,154.10","5,210.20","5,221.60","5,154.10",,-1.08%,,,5158.816406
10/12/2009,"5,210.20","5,161.90","5,231.20","5,161.90",,0.94%,,,5116.935547
10/09/2009,"5,161.90","5,154.60","5,171.50","5,130.40",,0.14%,,,5106.515137
10/08/2009,"5,154.60","5,108.90","5,172.80","5,108.90",,0.89%,,,5070.208496
10/07/2009,"5,108.90","5,138.00","5,156.20","5,104.50",,-0.57%,,,5084.52832
10/06/2009,"5,138.00","5,024.30","5,149.90","5,024.30",,2.26%,,,4986.495605
10/05/2009,"5,024.30","4,988.70","5,024.30","4,976.90",,0.71%,,,4963.064453
10/02/2009,"4,988.70","5,047.80","5,047.80","4,955.00",,-1.17%,,,5020.402344
10/01/2009,"5,047.80","5,133.90","5,164.40","5,044.00",,-1.68%,,,5094.486328
09/30/2009,"5,133.90","5,159.70","5,190.00","5,092.80",,-0.50%,,,5116.026855
09/29/2009,"5,159.70","5,165.70","5,184.00","5,136.50",,-0.12%,,,5113.119629
09/28/2009,"5,165.70","5,082.20","5,170.80","5,050.80",,1.64%,,,5042.577637
09/25/2009,"5,082.20","5,079.30","5,121.90","5,079.00",,0.06%,,,5045.313965
09/24/2009,"5,079.30","5,139.40","5,165.40","5,073.40",,-1.17%,,,5095.187012
09/23/2009,"5,139.40","5,142.60","5,175.10","5,126.60",,-0.06%,,,5096.338379
09/22/2009,"5,142.60","5,134.40","5,189.90","5,134.40",,0.16%,,,5091.89502
09/21/2009,"5,134.40","5,172.90","5,182.20","5,107.70",,-0.74%,,,5122.052246
09/18/2009,"5,172.90","5,164.00","5,183.90","5,147.10",,0.17%,,,5109.438477
09/17/2009,"5,164.00","5,124.10","5,173.10","5,124.10",,0.78%,,,5067.417969
09/16/2009,"5,124.10","5,042.10","5,131.30","5,042.10",,1.63%,,,4995.644043
09/15/2009,"5,042.10","5,018.90","5,062.70","4,996.50",,0.46%,,,4974.655762
09/14/2009,"5,018.90","5,011.50","5,020.90","4,953.70",,0.15%,,,4965.542969
09/11/2009,"5,011.50","4,987.70","5,038.80","4,987.70",,0.48%,,,4945.911133
09/10/2009,"4,987.70","5,004.30","5,035.30","4,956.60",,-0.33%,,,4953.705078
09/09/2009,"5,004.30","4,947.30","5,004.30","4,928.40",,1.15%,,,4903.63623
09/08/2009,"4,947.30","4,933.20","4,972.00","4,926.00",,0.29%,,,4884.099609
09/07/2009,"4,933.20","4,851.70","4,941.70","4,851.70",,1.68%,,,4811.793945
09/04/2009,"4,851.70","4,796.80","4,873.80","4,796.80",,1.14%,,,4768.477051
09/03/2009,"4,796.80","4,817.50","4,841.50","4,788.90",,-0.43%,,,4786.065918
09/02/2009,"4,817.50","4,819.70","4,821.90","4,776.50",,-0.05%,,,4795.083984
09/01/2009,"4,819.70","4,908.90","4,921.20","4,819.70",,-1.82%,,,4864.599121
08/28/2009,"4,908.90","4,869.40","4,944.20","4,869.40",,0.81%,,,4832.997559
08/27/2009,"4,869.40","4,890.60","4,906.20","4,855.30",,-0.43%,,,4851.378418
08/26/2009,"4,890.60","4,916.80","4,927.00","4,872.40",,-0.53%,,,4869.456055
08/25/2009,"4,916.80","4,896.20","4,923.30","4,858.90",,0.42%,,,4846.410645
08/24/2009,"4,896.20","4,850.90","4,911.40","4,850.90",,0.93%,,,4799.543457
08/21/2009,"4,850.90","4,756.60","4,858.50","4,735.80",,1.98%,,,4715.666992
08/20/2009,"4,756.60","4,689.70","4,766.90","4,689.70",,1.43%,,,4660.229004
08/19/2009,"4,689.70","4,685.80","4,698.50","4,625.40",,0.08%,,,4654.331543
08/18/2009,"4,685.80","4,645.00","4,688.20","4,645.00",,0.88%,,,4627.141602
08/17/2009,"4,645.00","4,714.00","4,714.00","4,610.30",,-1.46%,,,4685.875
08/14/2009,"4,714.00","4,755.50","4,790.20","4,699.50",,-0.87%,,,4715.651855
08/13/2009,"4,755.50","4,716.80","4,790.00","4,716.80",,0.82%,,,4680.007813
08/12/2009,"4,716.80","4,671.30","4,722.50","4,631.70",,0.97%,,,4646.467285
08/11/2009,"4,671.30","4,722.20","4,744.10","4,657.80",,-1.08%,,,4687.330078
08/10/2009,"4,722.20","4,731.60","4,731.60","4,688.80",,-0.20%,,,4690.242676
08/07/2009,"4,731.60","4,690.50","4,743.60","4,632.20",,0.88%,,,4652.322754
08/06/2009,"4,690.50","4,647.10","4,729.60","4,647.10",,0.93%,,,4617.875488
08/05/2009,"4,647.10","4,671.40","4,696.60","4,630.60",,-0.52%,,,4636.53125
08/04/2009,"4,671.40","4,682.50","4,682.50","4,627.70",,-0.24%,,,4638.28418
08/03/2009,"4,682.50","4,608.40","4,710.20","4,595.60",,1.61%,,,4577.553223
07/31/2009,"4,608.40","4,631.60","4,645.50","4,599.70",,-0.50%,,,4588.508301
07/30/2009,"4,631.60","4,547.50","4,646.90","4,547.50",,1.85%,,,4518.419434
07/29/2009,"4,547.50","4,528.80","4,581.80","4,512.10",,0.41%,,,4506.506348
07/28/2009,"4,528.80","4,586.10","4,616.40","4,520.30",,-1.25%,,,4549.893066
07/27/2009,"4,586.10","4,576.60","4,615.10","4,553.10",,0.21%,,,4538.055664
07/24/2009,"4,576.60","4,559.80","4,603.20","4,536.50",,0.37%,,,4517.125
07/23/2009,"4,559.80","4,493.70","4,566.80","4,472.10",,1.47%,,,4460.228027
07/22/2009,"4,493.70","4,481.20","4,498.00","4,449.20",,0.28%,,,4444.616211
07/21/2009,"4,481.20","4,443.60","4,502.10","4,437.80",,0.85%,,,4408.085449
07/20/2009,"4,443.60","4,388.80","4,464.80","4,388.80",,1.25%,,,4359.891113
07/17/2009,"4,388.80","4,361.80","4,411.90","4,361.80",,0.62%,,,4333.608887
07/16/2009,"4,361.80","4,346.50","4,385.10","4,329.40",,0.35%,,,4311.606934
07/15/2009,"4,346.50","4,237.70","4,346.50","4,237.70",,2.57%,,,4220.980957
07/14/2009,"4,237.70","4,202.10","4,256.40","4,198.70",,0.85%,,,4188.527832
07/13/2009,"4,202.10","4,127.20","4,209.30","4,096.10",,1.81%,,,4132.676758
07/10/2009,"4,127.20","4,158.70","4,160.50","4,123.50",,-0.76%,,,4157.938965
07/09/2009,"4,158.70","4,140.20","4,186.40","4,140.20",,0.45%,,,4148.211914
07/08/2009,"4,140.20","4,187.00","4,197.50","4,130.60",,-1.12%,,,4187.180664
07/07/2009,"4,187.00","4,194.90","4,242.10","4,184.40",,-0.19%,,,4197.584961
07/06/2009,"4,194.90","4,236.30","4,236.30","4,172.30",,-0.98%,,,4231.975586
07/03/2009,"4,236.30","4,234.30","4,264.80","4,221.20",,0.05%,,,4237.040039
07/02/2009,"4,234.30","4,340.70","4,340.70","4,230.80",,-2.45%,,,4315.04541
07/01/2009,"4,340.70","4,249.20","4,353.00","4,249.20",,2.15%,,,4245.07666
06/30/2009,"4,249.20","4,294.00","4,311.20","4,230.60",,-1.04%,,,4277.240234
06/29/2009,"4,294.00","4,241.00","4,303.50","4,235.20",,1.25%,,,4236.954102
06/26/2009,"4,241.00","4,252.60","4,307.20","4,216.50",,-0.27%,,,4247.966797
06/25/2009,"4,252.60","4,280.00","4,290.40","4,213.40",,-0.64%,,,4267.286621
06/24/2009,"4,280.00","4,230.00","4,293.00","4,218.40",,1.18%,,,4230.713379
06/23/2009,"4,230.00","4,234.00","4,264.00","4,214.90",,-0.09%,,,4242.063477
06/22/2009,"4,234.00","4,345.90","4,345.90","4,234.00",,-2.57%,,,4326.601074
06/19/2009,"4,345.90","4,280.90","4,370.30","4,279.90",,1.52%,,,4276.699219
06/18/2009,"4,280.90","4,278.50","4,305.40","4,239.70",,0.06%,,,4280.220215
06/17/2009,"4,278.50","4,328.60","4,328.70","4,254.60",,-1.16%,,,4322.382324
06/16/2009,"4,328.60","4,326.00","4,372.90","4,321.60",,0.06%,,,4330.084961
06/15/2009,"4,326.00","4,442.00","4,442.00","4,319.80",,-2.61%,,,4423.349609
06/12/2009,"4,442.00","4,461.90","4,472.00","4,427.20",,-0.45%,,,4436.661621
06/11/2009,"4,461.90","4,436.80","4,478.40","4,409.10",,0.57%,,,4414.040527
06/10/2009,"4,436.80","4,404.80","4,505.90","4,404.80",,0.73%,,,4388.771973
06/09/2009,"4,404.80","4,405.20","4,445.50","4,387.30",,-0.01%,,,4391.016602
